ModelName,Technique,Proportion,Step,validation_loss,memory_used,inference_time,f1_score,auc_score
AE512_256x128_cnf_week,ga1week,60,fine-tuned_models,0.000680803379509598,1.0029296875,0.5998501777648926,0.8972772277227723,0.8989752780075361
AE512_128x64_cnf_month,ga1week,60,fine-tuned_models,0.0008799690403975546,0.45166015625,0.6316001415252686,0.9039274924471299,0.9036853230401618
AE512_128x64_cnf_week,ga1week,60,fine-tuned_models,0.0010529108112677932,0.45166015625,0.7545523643493652,0.9046114971572963,0.9077290690193914
AE512_64x32_cnf_month,ga1week,60,fine-tuned_models,0.001957823522388935,0.21533203125,0.7180871963500977,0.9053803339517625,0.9069019391600036
AE512_64x32_cnf_week,ga1week,60,fine-tuned_models,0.0020430514123290777,0.21533203125,0.8911628723144531,0.9012875536480687,0.902191894127378
AE512_256x128_cnf_month,ga1week,50,base_models,0.0005854999762959778,1.25439453125,1.0768969058990479,0.8970223325062034,0.8989293263486812
AE512_256x128_cnf_week,ga1week,50,base_models,0.0006719946395605803,1.25439453125,1.025662899017334,0.8924050632911392,0.8961262751585332
AE512_128x64_cnf_month,ga1week,50,base_models,0.0008854812476783991,0.56591796875,0.7650613784790039,0.9008109794135996,0.9030879514750484
AE512_128x64_cnf_week,ga1week,50,base_models,0.0010306017939001322,0.56591796875,0.7744357585906982,0.8983890954151177,0.900170021137763
AE512_64x32_cnf_month,ga1week,50,base_models,0.0015257062623277307,0.26904296875,0.6827559471130371,0.9075108628181254,0.9092684495910301
AE512_64x32_cnf_week,ga1week,50,base_models,0.0016541978111490607,0.26904296875,0.8220000267028809,0.9026217228464419,0.9049030419998163
AE512_256x128_cnf_month,ga1week,50,pruned_models,0.018976407125592232,0.94140625,0.9259674549102783,0.6582278481012658,0.5
AE512_256x128_cnf_week,ga1week,50,pruned_models,0.009891745634377003,0.94140625,1.3214495182037354,0.6584967320261438,0.5005973715651135
AE512_128x64_cnf_month,ga1week,50,pruned_models,0.04436944052577019,0.42529296875,0.6862123012542725,0.6582278481012658,0.5
AE512_128x64_cnf_week,ga1week,50,pruned_models,0.012409324757754803,0.42529296875,0.7435388565063477,0.6587561374795418,0.501769138865913
AE512_64x32_cnf_month,ga1week,50,pruned_models,0.11411501467227936,0.20263671875,0.7430212497711182,0.6582278481012658,0.5
AE512_64x32_cnf_week,ga1week,50,pruned_models,0.06413347274065018,0.20263671875,0.7345221042633057,0.6582278481012658,0.5
AE512_256x128_cnf_month,ga1week,50,fine-tuned_models,0.0006186734535731375,0.94140625,0.9250977039337158,0.9016697588126159,0.9032487822810404
AE512_256x128_cnf_week,ga1week,50,fine-tuned_models,0.000737961323466152,0.94140625,1.2202320098876953,0.8998156115550092,0.9009282235088687
AE512_128x64_cnf_month,ga1week,50,fine-tuned_models,0.0010793843539431691,0.42529296875,0.6710481643676758,0.8974042027194067,0.8989982538369635
AE512_128x64_cnf_week,ga1week,50,fine-tuned_models,0.0011765013914555311,0.42529296875,0.651116132736206,0.8960796515245799,0.8982630272952853
AE512_64x32_cnf_month,ga1week,50,fine-tuned_models,0.002058653859421611,0.20263671875,0.6060450077056885,0.9024390243902439,0.9029041448396288
AE512_64x32_cnf_week,ga1week,50,fine-tuned_models,0.0021198580507189035,0.20263671875,0.8223800659179688,0.901840490797546,0.9027892656924916
AE512_256x128_cnf_month,ga1week,40,base_models,0.0005845266277901828,1.25439453125,0.9816422462463379,0.8972081218274112,0.9009511993382961
AE512_256x128_cnf_week,ga1week,40,base_models,0.0006731647299602628,1.25439453125,0.7920238971710205,0.8946047678795483,0.8975048249241798
AE512_128x64_cnf_month,ga1week,40,base_models,0.000863526773173362,0.56591796875,0.9364206790924072,0.900990099009901,0.9026284348864995
AE512_128x64_cnf_week,ga1week,40,base_models,0.0010192422196269035,0.56591796875,1.1307923793792725,0.8988057825267127,0.9017323775388292
AE512_64x32_cnf_month,ga1week,40,base_models,0.0015681160148233175,0.26904296875,1.1497654914855957,0.9066339066339066,0.9076371657016817
AE512_64x32_cnf_week,ga1week,40,base_models,0.001742735505104065,0.26904296875,1.5354032516479492,0.9008674101610905,0.9026054590570719
AE512_256x128_cnf_month,ga1week,40,pruned_models,0.029123950749635696,0.87548828125,0.9733541011810303,0.6582278481012658,0.5
AE512_256x128_cnf_week,ga1week,40,pruned_models,0.0172335896641016,0.8779296875,0.8875265121459961,0.6582278481012658,0.5
AE512_128x64_cnf_month,ga1week,40,pruned_models,0.030005164444446564,0.39697265625,0.6505928039550781,0.6582278481012658,0.5
AE512_128x64_cnf_week,ga1week,40,pruned_models,0.03685120493173599,0.39697265625,1.0958468914031982,0.6582278481012658,0.5
AE512_64x32_cnf_month,ga1week,40,pruned_models,0.14484743773937225,0.1884765625,0.911909818649292,0.6582278481012658,0.5
AE512_64x32_cnf_week,ga1week,40,pruned_models,0.045477282255887985,0.1884765625,1.1732277870178223,0.6582278481012658,0.5
AE512_256x128_cnf_month,ga1week,40,fine-tuned_models,0.0007898604380898178,0.87548828125,0.8738067150115967,0.9012345679012346,0.9026743865453543
AE512_256x128_cnf_week,ga1week,40,fine-tuned_models,0.0008884771377779543,0.8779296875,0.9316797256469727,0.8981657179000633,0.9016174983916919
AE512_128x64_cnf_month,ga1week,40,fine-tuned_models,0.0012991721741855145,0.39697265625,0.9703116416931152,0.8992443324937027,0.9023067732745153
AE512_128x64_cnf_week,ga1week,40,fine-tuned_models,0.0014189110370352864,0.39697265625,1.137296438217163,0.8965094917330068,0.8973439941181877
AE512_64x32_cnf_month,ga1week,40,fine-tuned_models,0.003060733899474144,0.1884765625,1.0035910606384277,0.895320197044335,0.896631743405937
AE512_64x32_cnf_week,ga1week,40,fine-tuned_models,0.0029505337588489056,0.1884765625,0.920539140701294,0.8943874471937237,0.8939665471923538
AE512_256x128_cnf_month,ga1week,30,base_models,0.0005896033835597336,1.25439453125,1.489243984222412,0.897196261682243,0.8994577704255123
AE512_256x128_cnf_week,ga1week,30,base_models,0.000648712448310107,1.25439453125,1.1710405349731445,0.8944409743910057,0.8969763808473485
AE512_128x64_cnf_month,ga1week,30,base_models,0.0008798010530881584,0.56591796875,1.0840518474578857,0.9024081115335868,0.9058450510063413
AE512_128x64_cnf_week,ga1week,30,base_models,0.0009978348389267921,0.56591796875,1.0505526065826416,0.9008009858287123,0.9020999908096682
AE512_64x32_cnf_month,ga1week,30,base_models,0.001524524763226509,0.26904296875,0.8525261878967285,0.9055659787367104,0.9079128756548112
AE512_64x32_cnf_week,ga1week,30,base_models,0.0017603535670787096,0.26904296875,0.692213773727417,0.9001859888406696,0.9019851116625309
AE512_256x128_cnf_month,ga1week,30,pruned_models,0.041222818195819855,0.81201171875,1.3164286613464355,0.6582278481012658,0.5
AE512_256x128_cnf_week,ga1week,30,pruned_models,0.019491618499159813,0.814453125,1.0650863647460938,0.6582278481012658,0.5
AE512_128x64_cnf_month,ga1week,30,pruned_models,0.06913115829229355,0.3681640625,1.104062795639038,0.6582278481012658,0.5
AE512_128x64_cnf_week,ga1week,30,pruned_models,0.03030981495976448,0.3681640625,1.1223156452178955,0.6582278481012658,0.5
AE512_64x32_cnf_month,ga1week,30,pruned_models,0.10171160101890564,0.17578125,1.0688178539276123,0.6582278481012658,0.5
AE512_64x32_cnf_week,ga1week,30,pruned_models,0.06361561268568039,0.17578125,0.7798466682434082,0.6582278481012658,0.5
AE512_256x128_cnf_month,ga1week,30,fine-tuned_models,0.0010448632529005408,0.81201171875,1.0907952785491943,0.8971848225214198,0.8979643415127285
AE512_256x128_cnf_week,ga1week,30,fine-tuned_models,0.0011038340162485838,0.814453125,1.1536500453948975,0.8968499073502162,0.89840088227185
